Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
45320342,01/07/2020 12:45:32 AM,01/07/2020 04:43:25 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,11 JOHN STREET,JOHN STREET,BROADWAY,NASSAU STREET,BROADWAY,NASSAU STREET,,NEW YORK,JOHN STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/07/2020 04:43:31 AM,01 MANHATTAN,1000790015,MANHATTAN,981726,197959,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.710028118863534,-74.00910405432064,"(40.710028118863534, -74.00910405432064)",13096,56,4,32,1,1
45319215,01/07/2020 12:43:46 AM,01/07/2020 04:40:37 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10004,55 BROAD STREET,BROAD STREET,EXCHANGE PLACE,BEAVER STREET,EXCHANGE PLACE,BEAVER STREET,,NEW YORK,BROAD STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/07/2020 04:40:39 AM,01 MANHATTAN,1000250001,MANHATTAN,981060,196196,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70518888558303,-74.01150547744486,"(40.70518888558303, -74.01150547744486)",11726,56,4,32,1,1
45323697,01/07/2020 12:41:40 AM,01/07/2020 04:41:01 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10004,62 STONE STREET,STONE STREET,MILL LANE,HANOVER SQUARE,MILL LANE,HANOVER SQUARE,,NEW YORK,STONE STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/07/2020 04:41:04 AM,01 MANHATTAN,1000297502,MANHATTAN,981474,195972,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70457419788357,-74.01001219776154,"(40.70457419788357, -74.01001219776154)",11726,56,4,32,1,1
45323636,01/07/2020 12:39:59 AM,01/07/2020 04:42:50 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10004,PETER MINUIT PLAZA,PETER MINUIT PLAZA,WATER STREET,PETER MINUIT PLACE,WATER STREET,PETER MINUIT PLACE,,NEW YORK,PETER MINUIT PLAZA,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/07/2020 04:42:56 AM,01 MANHATTAN,1000030003,MANHATTAN,980615,195073,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70210634286222,-74.01310986731221,"(40.70210634286222, -74.01310986731221)",11725,56,4,32,1,1
45325882,01/07/2020 12:38:16 AM,01/07/2020 04:42:24 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10004,11 GREENWICH STREET,GREENWICH STREET,BATTERY PLACE,BK BATTERY TNNL PEDESTRIAN OVPS,BATTERY PLACE,BK BATTERY TNNL PEDESTRIAN OVPS,,NEW YORK,GREENWICH STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/07/2020 04:42:26 AM,01 MANHATTAN,1000130005,MANHATTAN,980172,196254,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70534771722728,-74.0147082911903,"(40.70534771722728, -74.0147082911903)",11725,56,4,32,1,1
45325792,01/06/2020 10:37:11 PM,01/07/2020 02:55:03 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10016,245 MADISON AVENUE,MADISON AVENUE,EAST   37 STREET,EAST   38 STREET,EAST   37 STREET,EAST   38 STREET,,NEW YORK,MADISON AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/07/2020 02:55:05 AM,06 MANHATTAN,1008670055,MANHATTAN,989452,212568,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7501250789749,-73.98122512028345,"(40.7501250789749, -73.98122512028345)",12078,71,4,51,9,9
45323637,01/06/2020 09:55:53 PM,01/07/2020 02:13:13 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11377,63-14 QUEENS BOULEVARD,QUEENS BOULEVARD,61 STREET,64 STREET,61 STREET,64 STREET,,WOODSIDE,QUEENS BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2020 02:13:15 AM,02 QUEENS,4023247501,QUEENS,1011332,209341,ONLINE,Unspecified,QUEENS,,,,,,,,40.74122783682994,-73.90226960896315,"(40.74122783682994, -73.90226960896315)",14787,53,3,33,66,66
45323694,01/06/2020 07:38:24 PM,01/06/2020 10:02:19 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,11222,GREENPOINT AVENUE,GREENPOINT AVENUE,GREENPOINT AVENUE,MANHATTAN AVENUE,GREENPOINT AVENUE,MANHATTAN AVENUE,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 10:02:23 PM,01 BROOKLYN,,BROOKLYN,996931,205311,PHONE,Unspecified,BROOKLYN,,,,,,,,40.73019885741805,-73.9542458544055,"(40.73019885741805, -73.9542458544055)",18182,36,2,38,57,57
45324068,01/06/2020 07:23:34 PM,01/06/2020 11:08:40 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10012,116 CROSBY STREET,CROSBY STREET,PRINCE STREET,JERSEY STREET,PRINCE STREET,JERSEY STREET,,NEW YORK,CROSBY STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2020 11:08:45 PM,02 MANHATTAN,1005110008,MANHATTAN,985170,203130,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.724221585861805,-73.99668085824264,"(40.724221585861805, -73.99668085824264)",12075,57,4,32,2,2
45327251,01/06/2020 06:21:56 PM,01/07/2020 12:51:59 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10028,LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   84 STREET,EAST   85 STREET,EAST   84 STREET,EAST   85 STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2020 12:52:03 AM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
45320335,01/06/2020 03:09:50 PM,01/06/2020 03:39:58 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10003,170 2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2020 03:39:59 PM,03 MANHATTAN,1004520006,MANHATTAN,987996,205314,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73021538852995,-73.98648410497573,"(40.73021538852995, -73.98648410497573)",11724,70,4,50,5,5
45320818,01/06/2020 02:17:39 PM,01/06/2020 02:28:16 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11225,25 LINCOLN ROAD,LINCOLN ROAD,BRIGHTON LINE,FLATBUSH AVENUE,BRIGHTON LINE,FLATBUSH AVENUE,,BROOKLYN,LINCOLN ROAD,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,01/06/2020 02:28:17 PM,09 BROOKLYN,3050240037,BROOKLYN,994859,179999,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66072603060986,-73.96176167554677,"(40.66072603060986, -73.96176167554677)",13509,17,2,11,44,44
45326155,01/06/2020 02:10:14 PM,01/07/2020 01:10:18 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10011,33 WASHINGTON SQUARE WEST,WASHINGTON SQUARE WEST,WASHINGTON PLACE,MAC DOUGAL STREET,WASHINGTON PLACE,MAC DOUGAL STREET,,NEW YORK,WASHINGTON SQUARE WEST,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/07/2020 01:10:20 AM,02 MANHATTAN,1005520024,MANHATTAN,984474,205798,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73154464036517,-73.99919177232589,"(40.73154464036517, -73.99919177232589)",12074,57,4,32,3,3
45322907,01/06/2020 01:37:59 PM,01/06/2020 03:39:13 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10003,145 2 AVENUE,2 AVENUE,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2020 03:39:14 PM,03 MANHATTAN,1004650055,MANHATTAN,987800,204973,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72927950775503,-73.98719146997989,"(40.72927950775503, -73.98719146997989)",11724,70,4,50,5,5
45327250,01/06/2020 01:22:14 PM,01/06/2020 07:10:59 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10014,78 MORTON STREET,MORTON STREET,HUDSON STREET,GREENWICH STREET,HUDSON STREET,GREENWICH STREET,,NEW YORK,MORTON STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/06/2020 07:11:00 PM,02 MANHATTAN,1006020064,MANHATTAN,982248,205594,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73098448663424,-74.00722347412352,"(40.73098448663424, -74.00722347412352)",12077,57,4,10,3,3
45319704,01/06/2020 12:11:27 PM,01/06/2020 02:37:49 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10011,171 WEST   23 STREET,WEST   23 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,,NEW YORK,WEST   23 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 02:37:51 PM,04 MANHATTAN,1007990001,MANHATTAN,985733,210223,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.743690048612336,-73.99464812435326,"(40.743690048612336, -73.99464812435326)",12074,12,4,10,7,7
45323698,01/06/2020 11:41:58 AM,01/06/2020 01:16:23 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10025,2853 BROADWAY,BROADWAY,CATHEDRAL PARKWAY,WEST  111 STREET,CATHEDRAL PARKWAY,WEST  111 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/06/2020 01:16:24 PM,09 MANHATTAN,1018947501,MANHATTAN,993562,232432,PHONE,Unspecified,MANHATTAN,,,,,,,,40.804643147384404,-73.96636392171709,"(40.804643147384404, -73.96636392171709)",12422,37,4,23,17,17
45325823,01/06/2020 10:41:27 AM,01/06/2020 12:38:29 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10023,2101 BROADWAY,BROADWAY,BEND,WEST   74 STREET,BEND,WEST   74 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2020 12:38:32 PM,07 MANHATTAN,1011657503,MANHATTAN,989322,223352,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77972444811346,-73.98168617459687,"(40.77972444811346, -73.98168617459687)",12420,20,4,19,12,12
45319723,01/06/2020 10:20:14 AM,01/06/2020 02:25:18 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10028,EAST   86 STREET,EAST   86 STREET,EAST   86 STREET,LEXINGTON AVENUE,EAST   86 STREET,LEXINGTON AVENUE,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2020 02:25:22 PM,08 MANHATTAN,,MANHATTAN,996551,223272,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77949776479802,-73.95558406794517,"(40.77949776479802, -73.95558406794517)",12425,23,4,51,11,11
45320336,01/06/2020 10:08:07 AM,01/07/2020 06:26:05 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10461,1524 HUTCHINSON RIVER PARKWAY EAST,HUTCHINSON RIVER PARKWAY EAST,EAST TREMONT AVENUE,ZULETTE AVENUE,EAST TREMONT AVENUE,ZULETTE AVENUE,,BRONX,HUTCHINSON RIVER PARKWAY EAST,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/07/2020 06:26:11 AM,10 BRONX,2053810057,BRONX,1029187,246175,PHONE,Unspecified,BRONX,,,,,,,,40.84225435395874,-73.83759022259417,"(40.84225435395874, -73.83759022259417)",11270,43,5,12,28,28
45324781,01/06/2020 08:57:09 AM,01/06/2020 12:38:43 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10023,235 WEST   73 STREET,WEST   73 STREET,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,,NEW YORK,WEST   73 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2020 12:38:46 PM,07 MANHATTAN,1011657503,MANHATTAN,989125,223390,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77982885891419,-73.9823974686939,"(40.77982885891419, -73.9823974686939)",12420,20,4,19,12,12
45320788,01/06/2020 08:09:28 AM,01/06/2020 03:38:46 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,91 EAST    4 STREET,EAST    4 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,,NEW YORK,EAST    4 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2020 03:38:49 PM,03 MANHATTAN,1004460001,MANHATTAN,987220,203827,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72613423087583,-73.98928463699183,"(40.72613423087583, -73.98928463699183)",11724,70,4,50,5,5
45323956,01/06/2020 07:30:53 AM,01/06/2020 02:27:16 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10003,888 BROADWAY,BROADWAY,EAST   18 STREET,EAST   19 STREET,EAST   18 STREET,EAST   19 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/06/2020 02:27:18 PM,05 MANHATTAN,1008477501,MANHATTAN,987029,208286,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73837315332124,-73.98997189776618,"(40.73837315332124, -73.98997189776618)",11724,11,4,50,7,7
45325958,01/06/2020 07:25:58 AM,01/06/2020 08:40:56 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10032,86 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,,NEW YORK,FT WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2020 08:40:57 AM,12 MANHATTAN,1021370091,MANHATTAN,999785,244642,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83814738981759,-73.94385742560719,"(40.83814738981759, -73.94385742560719)",13090,47,4,23,21,21
45325106,01/06/2020 02:41:22 AM,01/06/2020 03:59:18 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10169,230 PARK AVENUE,PARK AVENUE,EAST   45 STREET,EAST   46 STREET,EAST   45 STREET,EAST   46 STREET,,NEW YORK,PARK AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 03:59:23 AM,05 MANHATTAN,1013000001,MANHATTAN,990913,214165,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75450745921105,-73.97595054706579,"(40.75450745921105, -73.97595054706579)",10356,11,4,51,10,10
45318688,01/06/2020 01:44:21 AM,01/06/2020 02:31:33 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10036,114 WEST   41 STREET,WEST   41 STREET,AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,,NEW YORK,WEST   41 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 02:31:35 AM,05 MANHATTAN,1009930022,MANHATTAN,988325,214147,PHONE,Unspecified,MANHATTAN,,,,,,,,40.754459625250895,-73.9852916929968,"(40.754459625250895, -73.9852916929968)",12080,11,4,51,8,8
45318169,01/06/2020 01:05:59 AM,01/06/2020 02:03:14 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10006,90 TRINITY PLACE,TRINITY PLACE,RECTOR STREET,THAMES STREET,RECTOR STREET,THAMES STREET,,NEW YORK,TRINITY PLACE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 02:03:20 AM,01 MANHATTAN,1000510015,MANHATTAN,980831,197486,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70872954540345,-74.01233207424434,"(40.70872954540345, -74.01233207424434)",11727,56,4,32,1,1
45317600,01/06/2020 01:03:20 AM,01/06/2020 02:00:53 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10004,55 BROAD STREET,BROAD STREET,EXCHANGE PLACE,BEAVER STREET,EXCHANGE PLACE,BEAVER STREET,,NEW YORK,BROAD STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2020 02:00:56 AM,01 MANHATTAN,1000250001,MANHATTAN,981060,196196,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70518888558303,-74.01150547744486,"(40.70518888558303, -74.01150547744486)",11726,56,4,32,1,1
45317872,01/06/2020 01:01:33 AM,01/06/2020 01:20:14 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,160 BROADWAY,BROADWAY,LIBERTY STREET,CORTLANDT STREET,LIBERTY STREET,CORTLANDT STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 01:20:18 AM,01 MANHATTAN,1000640015,MANHATTAN,981411,197764,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70949279464519,-74.01024017537995,"(40.70949279464519, -74.01024017537995)",13096,56,4,32,1,1
45315243,01/06/2020 12:59:24 AM,01/06/2020 01:19:54 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10005,BROADWAY,BROADWAY,BROADWAY,WALL STREET,BROADWAY,WALL STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 01:20:04 AM,01 MANHATTAN,,MANHATTAN,981005,197131,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.707755219930775,-74.0117042983323,"(40.707755219930775, -74.0117042983323)",11726,56,4,32,1,1
45315257,01/06/2020 12:57:30 AM,01/06/2020 01:18:44 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,11 JOHN STREET,JOHN STREET,BROADWAY,NASSAU STREET,BROADWAY,NASSAU STREET,,NEW YORK,JOHN STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 01:18:48 AM,01 MANHATTAN,1000790015,MANHATTAN,981726,197959,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.710028118863534,-74.00910405432064,"(40.710028118863534, -74.00910405432064)",13096,56,4,32,1,1
45314175,01/06/2020 12:56:01 AM,01/06/2020 01:23:03 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10007,BROADWAY,BROADWAY,BROADWAY,FULTON STREET,BROADWAY,FULTON STREET,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 01:23:04 AM,01 MANHATTAN,,MANHATTAN,981738,198272,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.710887232967906,-74.00906088716644,"(40.710887232967906, -74.00906088716644)",11728,56,4,32,1,1
45314722,01/06/2020 12:54:18 AM,01/06/2020 01:19:16 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10038,100 FULTON STREET,FULTON STREET,WILLIAM STREET,DUTCH STREET,WILLIAM STREET,DUTCH STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 01:19:23 AM,01 MANHATTAN,1000780001,MANHATTAN,982439,197802,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70959736576604,-74.00653222496682,"(40.70959736576604, -74.00653222496682)",13096,56,4,32,1,1
45314680,01/06/2020 12:52:00 AM,01/06/2020 01:18:27 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,50 FULTON STREET,FULTON STREET,PEARL STREET,CLIFF STREET,PEARL STREET,CLIFF STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 01:18:34 AM,01 MANHATTAN,1000757501,MANHATTAN,982948,197306,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.70823605278434,-74.0046961806822,"(40.70823605278434, -74.0046961806822)",13096,56,4,32,1,1
45317601,01/06/2020 12:50:20 AM,01/06/2020 04:54:28 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10019,1600 BROADWAY,BROADWAY,WEST   48 STREET,WEST   49 STREET,WEST   48 STREET,WEST   49 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/06/2020 04:54:35 AM,05 MANHATTAN,1010207502,MANHATTAN,988485,216293,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76034977218626,-73.98471283716431,"(40.76034977218626, -73.98471283716431)",12081,11,4,51,10,10
45317685,01/06/2020 12:47:13 AM,01/06/2020 01:18:11 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,95 FULTON STREET,FULTON STREET,GOLD STREET,WILLIAM STREET,GOLD STREET,WILLIAM STREET,,NEW YORK,FULTON STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 01:18:14 AM,01 MANHATTAN,1000930001,MANHATTAN,982542,197741,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.709429955709595,-74.00616069145313,"(40.709429955709595, -74.00616069145313)",13096,56,4,32,1,1
45314721,01/06/2020 12:41:25 AM,01/06/2020 01:17:57 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10038,57 GOLD STREET,GOLD STREET,FULTON STREET,ANN STREET,FULTON STREET,ANN STREET,,NEW YORK,GOLD STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2020 01:18:03 AM,01 MANHATTAN,1000930001,MANHATTAN,982782,197695,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.709303739686376,-74.0052950104958,"(40.709303739686376, -74.0052950104958)",13096,56,4,32,1,1
45317377,01/05/2020 10:55:45 PM,01/06/2020 01:45:22 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10033,82 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST  176 STREET,WEST  177 STREET,WEST  176 STREET,WEST  177 STREET,,NEW YORK,WADSWORTH AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/06/2020 01:45:27 AM,12 MANHATTAN,1021450049,MANHATTAN,1001691,247913,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84712176751515,-73.93696074907858,"(40.84712176751515, -73.93696074907858)",13091,47,4,39,21,21
45316798,01/05/2020 09:12:28 PM,01/05/2020 10:38:34 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11377,63-14 QUEENS BOULEVARD,QUEENS BOULEVARD,61 STREET,64 STREET,61 STREET,64 STREET,,WOODSIDE,QUEENS BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/05/2020 10:38:37 PM,02 QUEENS,4023247501,QUEENS,1011332,209341,ONLINE,Unspecified,QUEENS,,,,,,,,40.74122783682994,-73.90226960896315,"(40.74122783682994, -73.90226960896315)",14787,53,3,33,66,66
45314681,01/05/2020 08:37:01 PM,01/05/2020 10:20:12 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,91 EAST    4 STREET,EAST    4 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,,NEW YORK,EAST    4 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 10:20:16 PM,03 MANHATTAN,1004460001,MANHATTAN,987220,203827,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72613423087583,-73.98928463699183,"(40.72613423087583, -73.98928463699183)",11724,70,4,50,5,5
45315244,01/05/2020 08:32:39 PM,01/05/2020 08:57:14 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10169,230 PARK AVENUE,PARK AVENUE,EAST   45 STREET,EAST   46 STREET,EAST   45 STREET,EAST   46 STREET,,NEW YORK,PARK AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/05/2020 08:57:16 PM,05 MANHATTAN,1013000001,MANHATTAN,990913,214165,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75450745921105,-73.97595054706579,"(40.75450745921105, -73.97595054706579)",10356,11,4,51,10,10
45316114,01/05/2020 08:25:00 PM,01/05/2020 09:52:25 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10009,346 1 AVENUE,1 AVENUE,EAST   19 STREET,EAST   20 STREET,EAST   19 STREET,EAST   20 STREET,,NEW YORK,1 AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/05/2020 09:52:27 PM,06 MANHATTAN,1009720001,MANHATTAN,989842,207020,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.734896965030565,-73.97982215813438,"(40.734896965030565, -73.97982215813438)",11729,71,4,51,7,7
45317873,01/05/2020 07:49:28 PM,01/05/2020 10:50:27 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11220,411 63 STREET,63 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,,BROOKLYN,63 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/05/2020 10:50:29 PM,07 BROOKLYN,3058000001,BROOKLYN,978802,172011,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63880538457757,-74.019629932382,"(40.63880538457757, -74.019629932382)",18180,9,2,7,45,45
45313861,01/05/2020 06:22:03 PM,01/05/2020 10:35:02 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,,10005,CEDAR STREET,CEDAR STREET,PEARL STREET,WILLIAM STREET,PEARL STREET,WILLIAM STREET,,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 10:35:09 PM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
45318934,01/05/2020 05:46:50 PM,01/05/2020 10:19:15 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10003,170 2 AVENUE,2 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/05/2020 10:19:17 PM,03 MANHATTAN,1004520006,MANHATTAN,987996,205314,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73021538852995,-73.98648410497573,"(40.73021538852995, -73.98648410497573)",11724,70,4,50,5,5
